text_id	word_id	ngram_surprisal_context_0	ngram_surprisal_context_1	ngram_surprisal_context_2	ngram_surprisal_context_3	ngram_surprisal_context_4	context_limited_surprisal_context_1	context_limited_surprisal_context_2	context_limited_surprisal_context_4	ref_token	time	nItem	centered_time	word_len	word	surprisal	surprisal_buggy	freq	prev_word	prev2_word	prev3_word	prev_surprisal	prev2_surprisal	prev3_surprisal	prev_surprisal_buggy	prev2_surprisal_buggy	prev3_surprisal_buggy	prev_freq	prev2_freq	prev3_freq	prev_word_len	prev2_word_len	prev3_word_len	prev_ngram_surprisal_context_0	prev2_ngram_surprisal_context_0	prev3_ngram_surprisal_context_0	prev_ngram_surprisal_context_1	prev2_ngram_surprisal_context_1	prev3_ngram_surprisal_context_1	prev_ngram_surprisal_context_2	prev2_ngram_surprisal_context_2	prev3_ngram_surprisal_context_2	prev_ngram_surprisal_context_3	prev2_ngram_surprisal_context_3	prev3_ngram_surprisal_context_3	prev_ngram_surprisal_context_4	prev2_ngram_surprisal_context_4	prev3_ngram_surprisal_context_4	prev_context_limited_surprisal_context_1	prev2_context_limited_surprisal_context_1	prev3_context_limited_surprisal_context_1	prev_context_limited_surprisal_context_2	prev2_context_limited_surprisal_context_2	prev3_context_limited_surprisal_context_2	prev_context_limited_surprisal_context_4	prev2_context_limited_surprisal_context_4	prev3_context_limited_surprisal_context_4
1	0	8.351903976408824	8.351903976408824	8.351903976408824	8.351903976408824	8.351903976408824	5.3494157791137695	5.3494157791137695	5.3494157791137695	If	359.3855421686747	84.0	32.6136474475413	2.0	If	5.351398845203221	5.377589	7.731882572174072																																							
1	1	6.180043335474942	1.3381580577932652	1.3381580577932652	1.3381580577932652	1.3381580577932652	3.4436607360839844	3.4436607360839844	3.4436607360839844	you	358.1279069767442	87.0	23.88911420329662	3.0	you	0.9112262427806854	0.5605501	8.02623176574707	If			5.351398845203221			5.377589			7.731882572174072			2.0			8.351903976408824			8.351903976408824			8.351903976408824			8.351903976408824			8.351903976408824			5.3494157791137695			5.3494157791137695			5.3494157791137695		
1	2	6.65618234543312	4.623002157418922	4.395495834759917	4.395495834759917	4.395495834759917	5.30383825302124	4.035750865936279	4.035750865936279	were	324.64367816091954	88.0	-9.300713442317502	4.0	were	3.40205854002852	3.755273	5.851211071014404	you	If		0.9112262427806854	5.351398845203221		0.5605501	5.377589		8.02623176574707	7.731882572174072		3.0	2.0		6.180043335474942	8.351903976408824		1.3381580577932652	8.351903976408824		1.3381580577932652	8.351903976408824		1.3381580577932652	8.351903976408824		1.3381580577932652	8.351903976408824		3.4436607360839844	5.3494157791137695		3.4436607360839844	5.3494157791137695		3.4436607360839844	5.3494157791137695	
1	3	4.488232625955209	4.650880652028077	3.1584350628425266	1.3685336858696484	1.3685336858696484	3.6347079277038574	3.612951278686523	1.6135766506195068	to	317.6547619047619	86.0	-11.20108499265208	2.0	to	1.45137583441101	1.4521259	4.020755767822266	were	you	If	3.40205854002852	0.9112262427806854	5.351398845203221	3.755273	0.5605501	5.377589	5.851211071014404	8.02623176574707	7.731882572174072	4.0	3.0	2.0	6.65618234543312	6.180043335474942	8.351903976408824	4.623002157418922	1.3381580577932652	8.351903976408824	4.395495834759917	1.3381580577932652	8.351903976408824	4.395495834759917	1.3381580577932652	8.351903976408824	4.395495834759917	1.3381580577932652	8.351903976408824	5.30383825302124	3.4436607360839844	5.3494157791137695	4.035750865936279	3.4436607360839844	5.3494157791137695	4.035750865936279	3.4436607360839844	5.3494157791137695
1	4	11.078191454846891	11.60948585443348	10.08690438514682	9.714869212548152	10.119378198338769	10.333471298217772	10.27223014831543	9.83078384399414	journey	334.47727272727275	89.0	3.152311103333397	7.0	journey	10.14333775267005	10.135163	10.055468559265137	to	were	you	1.45137583441101	3.40205854002852	0.9112262427806854	1.4521259	3.755273	0.5605501	4.020755767822266	5.851211071014404	8.02623176574707	2.0	4.0	3.0	4.488232625955209	6.65618234543312	6.180043335474942	4.650880652028077	4.623002157418922	1.3381580577932652	3.1584350628425266	4.395495834759917	1.3381580577932652	1.3685336858696484	4.395495834759917	1.3381580577932652	1.3685336858696484	4.395495834759917	1.3381580577932652	3.6347079277038574	5.30383825302124	3.4436607360839844	3.612951278686523	4.035750865936279	3.4436607360839844	1.6135766506195068	4.035750865936279	3.4436607360839844
1	5	4.488232625955209	2.2119730435969025	1.4440408974596917	1.2350633913959663	0.693147180559945	2.5197176933288574	1.316240906715393	1.7377640008926392	to	320.6279069767442	89.0	-11.35931156739201	2.0	to	1.4749801789876074	1.4817156	4.020755767822266	journey	to	were	10.14333775267005	1.45137583441101	3.40205854002852	10.135163	1.4521259	3.755273	10.055468559265137	4.020755767822266	5.851211071014404	7.0	2.0	4.0	11.078191454846891	4.488232625955209	6.65618234543312	11.60948585443348	4.650880652028077	4.623002157418922	10.08690438514682	3.1584350628425266	4.395495834759917	9.714869212548152	1.3685336858696484	4.395495834759917	10.119378198338769	1.3685336858696484	4.395495834759917	10.333471298217772	3.6347079277038574	5.30383825302124	10.27223014831543	3.612951278686523	4.035750865936279	9.83078384399414	1.6135766506195068	4.035750865936279
1	6	3.7264275194161622	2.127359875991281	1.5450552253135577	1.147223723279259	0.9985288301111273	2.6109445095062256	1.6577787399291992	1.503510594367981	the	314.8255813953488	87.0	-14.639975216578028	3.0	the	1.8509463970549405	1.8525574	2.7637033462524414	to	journey	to	1.4749801789876074	10.14333775267005	1.45137583441101	1.4817156	10.135163	1.4521259	4.020755767822266	10.055468559265137	4.020755767822266	2.0	7.0	2.0	4.488232625955209	11.078191454846891	4.488232625955209	2.2119730435969025	11.60948585443348	4.650880652028077	1.4440408974596917	10.08690438514682	3.1584350628425266	1.2350633913959663	9.714869212548152	1.3685336858696484	0.693147180559945	10.119378198338769	1.3685336858696484	2.5197176933288574	10.333471298217772	3.6347079277038574	1.316240906715393	10.27223014831543	3.612951278686523	1.7377640008926392	9.83078384399414	1.6135766506195068
1	7	9.789870904622248	7.786749797486824	7.556304292156785	4.891811254355347	5.149885596654676	8.16537094116211	6.819002151489258	5.10675859451294	North	313.13953488372096	89.0	-18.35678350808175	5.0	North	4.591399103403091	4.553899	7.252773284912109	the	to	journey	1.8509463970549405	1.4749801789876074	10.14333775267005	1.8525574	1.4817156	10.135163	2.7637033462524414	4.020755767822266	10.055468559265137	3.0	2.0	7.0	3.7264275194161622	4.488232625955209	11.078191454846891	2.127359875991281	2.2119730435969025	11.60948585443348	1.5450552253135577	1.4440408974596917	10.08690438514682	1.147223723279259	1.2350633913959663	9.714869212548152	0.9985288301111273	0.693147180559945	10.119378198338769	2.6109445095062256	2.5197176933288574	10.333471298217772	1.6577787399291992	1.316240906715393	10.27223014831543	1.503510594367981	1.7377640008926392	9.83078384399414
1	8	4.292016832781936	4.928009503402272	4.249651434097661	3.677863070263518	3.949318790171843	3.453280448913574	4.2113938331604	5.259391784667969	of	315.45238095238096	87.0	-15.814218627616894	2.0	of	4.823591644642875	4.8613467	3.45307731628418	North	the	to	4.591399103403091	1.8509463970549405	1.4749801789876074	4.553899	1.8525574	1.4817156	7.252773284912109	2.7637033462524414	4.020755767822266	5.0	3.0	2.0	9.789870904622248	3.7264275194161622	4.488232625955209	7.786749797486824	2.127359875991281	2.2119730435969025	7.556304292156785	1.5450552253135577	1.4440408974596917	4.891811254355347	1.147223723279259	1.2350633913959663	5.149885596654676	0.9985288301111273	0.693147180559945	8.16537094116211	2.6109445095062256	2.5197176933288574	6.819002151489258	1.6577787399291992	1.316240906715393	5.10675859451294	1.503510594367981	1.7377640008926392
1	9	12.127810568261513	9.636920413168804	3.4600723819963264	2.5445122226133243	3.805042340656814	10.236957550048828	4.111984252929688	3.688722610473633	England,	354.1860465116279	89.0	23.21230975045856	8.0	England,	3.180783491465263	3.1798093	8.241907119750977	of	North	the	4.823591644642875	4.591399103403091	1.8509463970549405	4.8613467	4.553899	1.8525574	3.45307731628418	7.252773284912109	2.7637033462524414	2.0	5.0	3.0	4.292016832781936	9.789870904622248	3.7264275194161622	4.928009503402272	7.786749797486824	2.127359875991281	4.249651434097661	7.556304292156785	1.5450552253135577	3.677863070263518	4.891811254355347	1.147223723279259	3.949318790171843	5.149885596654676	0.9985288301111273	3.453280448913574	8.16537094116211	2.6109445095062256	4.2113938331604	6.819002151489258	1.6577787399291992	5.259391784667969	5.10675859451294	1.503510594367981
