text_id	word_id	word	context_limited_surprisal_context_1	context_limited_surprisal_context_2	context_limited_surprisal_context_3	context_limited_surprisal_context_4
0	0	If	6.157952308654785	6.157952308654785	6.157952308654785	6.157952308654785
0	1	you	1.5030605792999268	1.5030605792999268	1.5030605792999268	1.5030605792999268
0	2	were	4.478664875030518	4.2940521240234375	4.2940521240234375	4.2940521240234375
0	3	to	4.682519435882568	3.8266685009002686	1.0006953477859497	1.0006953477859497
0	4	journey	11.140226364135742	10.446642875671387	10.280326843261719	10.1256685256958
0	5	to	1.2878849506378174	1.4684864282608032	1.1061125993728638	1.4266525506973267
0	6	the	2.2609989643096924	1.466282606124878	1.4110571146011353	1.2241883277893066
0	7	North	7.907526016235352	7.5669708251953125	5.256009101867676	5.532711505889893
0	8	of	4.564244270324707	3.412752866744995	3.3408806324005127	3.6919260025024414
0	9	England,	9.158577919006348	5.063724040985107	3.2331414222717285	4.1139678955078125
0	10	you	6.307371139526367	5.883903503417969	5.541234970092773	5.49458646774292
0	11	would	4.720634460449219	3.7428340911865234	3.115330934524536	3.748488187789917
0	12	come	4.386592864990234	5.945035934448242	5.915896415710449	5.915097713470459
0	13	to	1.7536890506744385	1.565352439880371	1.369412899017334	1.0601450204849243
0	14	a	3.6227142810821533	3.130502700805664	2.8420157432556152	2.565328598022461
0	15	valley	9.383682250976562	10.196735382080078	9.309211730957031	9.755167007446289
0	16	that	5.050426483154297	3.3871963024139404	3.30712890625	3.3716084957122803
0	17	is	3.3808465003967285	3.2809906005859375	2.380802869796753	2.1929070949554443
0	18	surrounded	9.156641960144043	8.600943565368652	5.591592788696289	4.653961658477783
0	19	by	0.5694029331207275	0.0673137754201889	0.0987514778971672	0.08259305357933044
0	20	moors	17.602434158325195	11.855438232421875	13.261991500854492	12.91629409790039
0	21	as	4.596993446350098	5.018454074859619	5.859683036804199	5.596522331237793
0	22	high	6.5019755363464355	5.466545581817627	5.275328159332275	4.754147052764893
0	23	as	5.015026092529297	0.5584653615951538	0.1416534185409546	0.261649489402771
0	24	mountains.	14.627434730529785	14.411619186401367	14.453105926513672	10.541877746582031
0	25	It	3.3934693336486816	3.3043618202209473	3.167510986328125	3.1290063858032227
0	26	is	1.3270537853240967	1.2592860460281372	1.2212225198745728	1.1220266819000244
0	27	in	4.667118072509766	5.0511393547058105	4.5442705154418945	4.447542190551758
0	28	this	4.113968849182129	4.253016471862793	2.236764669418335	2.452838182449341
0	29	valley	10.48140811920166	10.527558326721191	9.721638679504395	9.8922700881958
0	30	where	6.284034729003906	4.656473636627197	4.636699676513672	3.708828926086426
0	31	you	3.3036985397338867	3.65971040725708	3.2574117183685303	3.1162219047546387
0	32	would	4.720634460449219	4.304294586181641	4.036312103271484	4.2469329833984375
0	33	find	5.665136337280273	4.638225078582764	3.262660503387451	2.352987766265869
0	34	the	1.7511467933654785	2.3963496685028076	2.4402525424957275	2.1250720024108887
0	35	city	6.6316142082214355	7.697781085968018	6.559854030609131	6.99550724029541
0	36	of	1.9921061992645264	1.426816701889038	1.9931732416152954	2.054460287094116
0	37	Bradford,	13.4483003616333	8.54440689086914	8.424211502075195	8.882328033447266
0	38	where	5.465494155883789	4.056950092315674	3.572047472000122	3.4469857215881348
0	39	once	8.596027374267578	7.86134672164917	7.76889705657959	7.717974662780762
0	40	a	3.249250650405884	3.244859457015991	2.2390975952148438	2.36507248878479
0	41	thousand	7.7661333084106445	7.044709205627441	5.926177024841309	6.223967552185059
0	42	spinning	10.05366325378418	12.571370124816895	12.253853797912598	11.393327713012695
0	43	jennies	16.57675552368164	11.37983226776123	9.132608413696289	8.635204315185547
0	44	that	4.937432289123535	3.6844027042388916	3.194045066833496	3.417093276977539
0	45	hummed	16.766082763671875	11.681057929992676	7.168261528015137	7.343905448913574
0	46	and	2.330061912536621	2.412926435470581	1.963404655456543	1.4459125995635986
0	47	clattered	16.76397132873535	8.577545166015625	8.622157096862793	6.968762397766113
0	48	spun	14.449013710021973	15.54814624786377	15.307348251342773	15.171642303466797
0	49	wool	12.602899551391602	10.404413223266602	10.658758163452148	10.220108032226562
0	50	into	6.417038917541504	3.930872678756714	2.1891238689422607	2.2294981479644775
0	51	money	9.104134559631348	10.963376998901367	11.435150146484375	12.226943969726562
0	52	for	3.4696879386901855	2.6752676963806152	2.4560370445251465	2.5893969535827637
0	53	the	1.8269339799880981	1.6142175197601318	1.5955240726470947	1.4891034364700317
0	54	long-bearded	17.113548278808594	17.534812927246094	20.518821716308594	20.78034210205078
0	55	mill	12.601232528686523	12.665857315063477	11.962657928466797	11.262933731079102
0	56	owners.	11.593416213989258	7.131529808044434	6.787198543548584	6.299657344818115
0	57	That	5.132763385772705	4.942785263061523	5.384402751922607	5.363221645355225
0	58	all	5.571216583251953	6.4396562576293945	6.447691440582275	5.792598724365234
0	59	mill	15.000473022460938	14.743226051330566	15.872615814208984	13.701492309570312
0	60	owners	9.345015525817871	6.597080230712891	6.127749443054199	2.1241273880004883
0	61	were	3.3702759742736816	3.682751178741455	4.035727024078369	3.774606704711914
0	62	generally	6.825717926025391	6.517286777496338	6.351357936859131	7.220693588256836
0	63	busy	8.28553295135498	8.932693481445312	7.381601333618164	7.270569801330566
0	64	as	4.213608741760254	3.834294319152832	4.386363506317139	4.7583818435668945
0	65	beavers	16.1196346282959	14.396653175354004	15.263601303100586	14.156855583190918
0	66	and	1.9926936626434326	1.8480275869369507	1.9059580564498901	2.1838200092315674
0	67	quite	8.76240348815918	10.029937744140625	9.921700477600098	9.124576568603516
0	68	pleased	8.43471908569336	6.422107696533203	8.122509956359863	7.7541728019714355
0	69	with	1.8054170608520508	0.719043493270874	0.6628195643424988	0.6747545003890991
0	70	themselves	10.67464828491211	7.816388130187988	6.397330284118652	4.743560314178467
0	71	for	4.063492774963379	3.3616700172424316	2.2958691120147705	1.9434890747070312
0	72	being	6.8004150390625	4.258054256439209	4.000174045562744	2.6079444885253906
0	73	so	5.357227325439453	3.017721176147461	3.178473472595215	2.557096242904663
0	74	successful	9.219858169555664	5.861352920532227	5.944471836090088	6.701383590698242
0	75	and	2.6931941509246826	3.062852621078491	2.323373556137085	1.994957685470581
0	76	well	8.060626983642578	5.4737548828125	4.842327117919922	5.893769264221191
0	77	off	6.084303379058838	5.553371429443359	8.938239097595215	6.413440227508545
0	78	was	7.103461265563965	7.3387932777404785	7.405311584472656	7.696605682373047
0	79	known	6.484459400177002	7.959225654602051	7.715394020080566	6.762940406799316
0	80	to	1.7734978199005127	1.0783120393753052	1.5464560985565186	1.038271188735962
0	81	the	2.2609989643096924	3.1263670921325684	2.5459930896759033	2.541335344314575
0	82	residents	10.174139022827148	9.74118709564209	8.201971054077148	6.93281888961792
0	83	of	2.0174472332000732	0.735643208026886	0.5401129126548767	0.3015437424182892
0	84	Bradford,	13.4483003616333	9.535346984863281	10.364148139953613	10.055005073547363
0	85	and	2.9655871391296387	2.5730175971984863	2.7919130325317383	2.8817079067230225
0	86	if	6.790250778198242	6.783121109008789	6.2601518630981445	6.468660354614258
0	87	you	1.9826902151107788	1.5973117351531982	1.7967029809951782	1.9581966400146484
0	88	were	4.478664875030518	4.186302661895752	4.304934501647949	3.996335029602051
0	89	to	4.682519435882568	3.8266685009002686	1.213663935661316	1.2314811944961548
0	90	go	5.182054042816162	4.384293556213379	3.785371780395508	3.2750115394592285
0	91	into	4.191110134124756	3.4014735221862793	3.210470676422119	3.140510320663452
0	92	the	1.1543406248092651	1.228072166442871	1.2491061687469482	1.0229674577713013
0	93	city	6.6316142082214355	5.954540729522705	5.521093368530273	5.288091659545898
0	94	to	3.063098430633545	3.2845094203948975	2.863152503967285	2.0439741611480713
0	95	visit	7.43262243270874	6.40643310546875	6.551983833312988	4.688945770263672
0	96	the	1.777712106704712	1.7256006002426147	1.9191473722457886	1.4484376907348633
0	97	stately	13.88029956817627	10.848857879638672	11.049609184265137	10.001310348510742
0	98	City	8.055633544921875	7.967592716217041	7.734114170074463	7.694223403930664
0	99	Hall,	6.994229316711426	2.9273242950439453	1.824392557144165	1.9713985919952393
0	100	you	5.750692367553711	6.067022800445557	6.5057759284973145	6.397885322570801
0	101	would	4.720634460449219	4.258480072021484	4.105215072631836	3.4002015590667725
0	102	see	5.218197822570801	4.537679672241211	3.645084857940674	2.9907994270324707
0	103	there	5.74049711227417	6.747284889221191	6.217300891876221	5.656582832336426
0	104	the	5.379435062408447	4.099313735961914	6.1736555099487305	5.547903537750244
0	105	Crest	14.372709274291992	14.29808521270752	13.593693733215332	13.589888572692871
0	106	of	2.4637837409973145	2.1157639026641846	1.5240174531936646	1.0109214782714844
0	107	the	1.4550007581710815	1.221526861190796	1.2255545854568481	1.136886715888977
0	108	City	7.758246898651123	7.59728479385376	5.87902307510376	6.512263774871826
0	109	of	1.4502737522125244	0.7100740671157837	0.5564650297164917	0.8625547289848328
0	110	Bradford,	13.4483003616333	9.748543739318848	10.461236953735352	10.489179611206055
0	111	which	5.05790901184082	4.041299819946289	3.795963764190674	3.5740628242492676
0	112	those	8.441413879394531	10.264392852783203	10.255389213562012	10.696072578430176
0	113	same	7.504842281341553	5.665574073791504	5.311901092529297	5.202910900115967
0	114	mill	13.750567436218262	12.904857635498047	12.417840957641602	11.069416999816895
0	115	owners	9.345015525817871	8.85830307006836	4.746291637420654	3.78665828704834
0	116	created	6.843630790710449	8.187505722045898	7.693593978881836	8.268898963928223
0	117	to	3.6847774982452393	3.970778226852417	4.676298141479492	5.030696868896484
0	118	celebrate	8.835187911987305	6.518401622772217	6.955901145935059	7.939094066619873
0	119	their	2.00553297996521	3.295827627182007	4.139475345611572	2.645408868789673
0	120	achievements.	11.309110641479492	7.826164245605469	6.762088775634766	6.673020362854004
0	121	It	3.4194955825805664	3.399089813232422	3.517754554748535	3.466437339782715
0	122	shows	6.426136016845703	5.404951095581055	5.372490882873535	5.5511064529418945
