text_id	word_id	ngram_surprisal_context_0	ngram_surprisal_context_1	ngram_surprisal_context_2	ngram_surprisal_context_3	ngram_surprisal_context_4	context_limited_surprisal_context_1	context_limited_surprisal_context_2	context_limited_surprisal_context_3	context_limited_surprisal_context_4	ref_token	time	nItem	centered_time	word_len	word	surprisal	surprisal_buggy	freq	prev_word	prev2_word	prev3_word	prev_surprisal	prev2_surprisal	prev3_surprisal	prev_surprisal_buggy	prev2_surprisal_buggy	prev3_surprisal_buggy	prev_freq	prev2_freq	prev3_freq	prev_word_len	prev2_word_len	prev3_word_len	prev_ngram_surprisal_context_0	prev2_ngram_surprisal_context_0	prev3_ngram_surprisal_context_0	prev_ngram_surprisal_context_1	prev2_ngram_surprisal_context_1	prev3_ngram_surprisal_context_1	prev_ngram_surprisal_context_2	prev2_ngram_surprisal_context_2	prev3_ngram_surprisal_context_2	prev_ngram_surprisal_context_3	prev2_ngram_surprisal_context_3	prev3_ngram_surprisal_context_3	prev_ngram_surprisal_context_4	prev2_ngram_surprisal_context_4	prev3_ngram_surprisal_context_4	prev_context_limited_surprisal_context_1	prev2_context_limited_surprisal_context_1	prev3_context_limited_surprisal_context_1	prev_context_limited_surprisal_context_2	prev2_context_limited_surprisal_context_2	prev3_context_limited_surprisal_context_2	prev_context_limited_surprisal_context_3	prev2_context_limited_surprisal_context_3	prev3_context_limited_surprisal_context_3	prev_context_limited_surprisal_context_4	prev2_context_limited_surprisal_context_4	prev3_context_limited_surprisal_context_4
1	0	8.351903976408824	8.351903976408824	8.351903976408824	8.351903976408824	8.351903976408824	5.34943151473999	5.34943151473999	5.34943151473999	5.34943151473999	If	512.3376623376623	84.0	186.0745301052301	2.0	If	5.351410169154406	5.3776	7.731882572174072																																										
1	1	6.180043335474942	1.3381580577932652	1.3381580577932652	1.3381580577932652	1.3381580577932652	3.4436850547790527	3.4436850547790527	3.4436850547790527	3.4436850547790527	you	359.3855421686747	84.0	33.04845868670283	3.0	you	0.9112345278263092	0.56054306	8.02623176574707	If			5.351410169154406			5.3776			7.731882572174072			2.0			8.351903976408824			8.351903976408824			8.351903976408824			8.351903976408824			8.351903976408824			5.34943151473999			5.34943151473999			5.34943151473999			5.34943151473999		
1	2	6.65618234543312	4.623002157418922	4.395495834759917	4.395495834759917	4.395495834759917	5.303854465484619	4.035775184631348	4.035775184631348	4.035775184631348	were	358.1279069767442	87.0	24.31450221812218	4.0	were	3.4020245055435225	3.7552545	5.851211071014404	you	If		0.9112345278263092	5.351410169154406		0.56054306	5.3776		8.02623176574707	7.731882572174072		3.0	2.0		6.180043335474942	8.351903976408824		1.3381580577932652	8.351903976408824		1.3381580577932652	8.351903976408824		1.3381580577932652	8.351903976408824		1.3381580577932652	8.351903976408824		3.4436850547790527	5.34943151473999		3.4436850547790527	5.34943151473999		3.4436850547790527	5.34943151473999		3.4436850547790527	5.34943151473999	
1	3	4.488232625955209	4.650880652028077	3.1584350628425266	1.3685336858696484	1.3685336858696484	3.6347150802612314	3.6129302978515625	1.6135976314544678	1.6135976314544678	to	324.64367816091954	88.0	-8.876260266492597	2.0	to	1.4513330378104	1.4520835	4.020755767822266	were	you	If	3.4020245055435225	0.9112345278263092	5.351410169154406	3.7552545	0.56054306	5.3776	5.851211071014404	8.02623176574707	7.731882572174072	4.0	3.0	2.0	6.65618234543312	6.180043335474942	8.351903976408824	4.623002157418922	1.3381580577932652	8.351903976408824	4.395495834759917	1.3381580577932652	8.351903976408824	4.395495834759917	1.3381580577932652	8.351903976408824	4.395495834759917	1.3381580577932652	8.351903976408824	5.303854465484619	3.4436850547790527	5.34943151473999	4.035775184631348	3.4436850547790527	5.34943151473999	4.035775184631348	3.4436850547790527	5.34943151473999	4.035775184631348	3.4436850547790527	5.34943151473999
1	4	11.078191454846891	11.60948585443348	10.08690438514682	9.714869212548152	10.119378198338769	10.333481788635254	10.272201538085938	9.746158599853516	9.830822944641112	journey	317.6547619047619	86.0	-10.764698391086975	7.0	journey	10.143290129490197	10.135116	10.055468559265137	to	were	you	1.4513330378104	3.4020245055435225	0.9112345278263092	1.4520835	3.7552545	0.56054306	4.020755767822266	5.851211071014404	8.02623176574707	2.0	4.0	3.0	4.488232625955209	6.65618234543312	6.180043335474942	4.650880652028077	4.623002157418922	1.3381580577932652	3.1584350628425266	4.395495834759917	1.3381580577932652	1.3685336858696484	4.395495834759917	1.3381580577932652	1.3685336858696484	4.395495834759917	1.3381580577932652	3.6347150802612314	5.303854465484619	3.4436850547790527	3.6129302978515625	4.035775184631348	3.4436850547790527	1.6135976314544678	4.035775184631348	3.4436850547790527	1.6135976314544678	4.035775184631348	3.4436850547790527
1	5	4.488232625955209	2.2119730435969025	1.4440408974596917	1.2350633913959663	0.693147180559945	2.519725799560547	1.3162596225738523	1.431513786315918	1.737770915031433	to	334.47727272727275	89.0	3.5829535193132034	2.0	to	1.4749988955445588	1.481734	4.020755767822266	journey	to	were	10.143290129490197	1.4513330378104	3.4020245055435225	10.135116	1.4520835	3.7552545	10.055468559265137	4.020755767822266	5.851211071014404	7.0	2.0	4.0	11.078191454846891	4.488232625955209	6.65618234543312	11.60948585443348	4.650880652028077	4.623002157418922	10.08690438514682	3.1584350628425266	4.395495834759917	9.714869212548152	1.3685336858696484	4.395495834759917	10.119378198338769	1.3685336858696484	4.395495834759917	10.333481788635254	3.6347150802612314	5.303854465484619	10.272201538085938	3.6129302978515625	4.035775184631348	9.746158599853516	1.6135976314544678	4.035775184631348	9.830822944641112	1.6135976314544678	4.035775184631348
1	6	3.7264275194161622	2.127359875991281	1.5450552253135577	1.147223723279259	0.9985288301111273	2.6109485626220703	1.6577951908111572	1.2629132270812988	1.5035377740859983	the	320.6279069767442	89.0	-10.93282801601208	3.0	the	1.850923628138844	1.8525349	2.7637033462524414	to	journey	to	1.4749988955445588	10.143290129490197	1.4513330378104	1.481734	10.135116	1.4520835	4.020755767822266	10.055468559265137	4.020755767822266	2.0	7.0	2.0	4.488232625955209	11.078191454846891	4.488232625955209	2.2119730435969025	11.60948585443348	4.650880652028077	1.4440408974596917	10.08690438514682	3.1584350628425266	1.2350633913959663	9.714869212548152	1.3685336858696484	0.693147180559945	10.119378198338769	1.3685336858696484	2.519725799560547	10.333481788635254	3.6347150802612314	1.3162596225738523	10.272201538085938	3.6129302978515625	1.431513786315918	9.746158599853516	1.6135976314544678	1.737770915031433	9.830822944641112	1.6135976314544678
1	7	9.789870904622248	7.786749797486824	7.556304292156785	4.891811254355347	5.149885596654676	8.165366172790527	6.818999290466309	5.060429096221924	5.106800556182861	North	314.8255813953488	87.0	-14.335259426924306	5.0	North	4.5913424007594585	4.553843	7.252773284912109	the	to	journey	1.850923628138844	1.4749988955445588	10.143290129490197	1.8525349	1.481734	10.135116	2.7637033462524414	4.020755767822266	10.055468559265137	3.0	2.0	7.0	3.7264275194161622	4.488232625955209	11.078191454846891	2.127359875991281	2.2119730435969025	11.60948585443348	1.5450552253135577	1.4440408974596917	10.08690438514682	1.147223723279259	1.2350633913959663	9.714869212548152	0.9985288301111273	0.693147180559945	10.119378198338769	2.6109485626220703	2.519725799560547	10.333481788635254	1.6577951908111572	1.3162596225738523	10.272201538085938	1.2629132270812988	1.431513786315918	9.746158599853516	1.5035377740859983	1.737770915031433	9.830822944641112
1	8	4.292016832781936	4.928009503402272	4.249651434097661	3.677863070263518	3.949318790171843	3.4532811641693115	4.21140193939209	4.1920037269592285	5.259407043457031	of	313.13953488372096	89.0	-18.053556031833978	2.0	of	4.823661918606376	4.8614163	3.45307731628418	North	the	to	4.5913424007594585	1.850923628138844	1.4749988955445588	4.553843	1.8525349	1.481734	7.252773284912109	2.7637033462524414	4.020755767822266	5.0	3.0	2.0	9.789870904622248	3.7264275194161622	4.488232625955209	7.786749797486824	2.127359875991281	2.2119730435969025	7.556304292156785	1.5450552253135577	1.4440408974596917	4.891811254355347	1.147223723279259	1.2350633913959663	5.149885596654676	0.9985288301111273	0.693147180559945	8.165366172790527	2.6109485626220703	2.519725799560547	6.818999290466309	1.6577951908111572	1.3162596225738523	5.060429096221924	1.2629132270812988	1.431513786315918	5.106800556182861	1.5035377740859983	1.737770915031433
1	9	12.127810568261513	9.636920413168804	3.4600723819963264	2.5445122226133243	3.805042340656814	10.236966133117676	4.112003803253174	3.197296142578125	3.688740730285645	England,	315.45238095238096	87.0	-15.52686432605724	8.0	England,	3.180799226858653	3.1798253	8.241907119750977	of	North	the	4.823661918606376	4.5913424007594585	1.850923628138844	4.8614163	4.553843	1.8525349	3.45307731628418	7.252773284912109	2.7637033462524414	2.0	5.0	3.0	4.292016832781936	9.789870904622248	3.7264275194161622	4.928009503402272	7.786749797486824	2.127359875991281	4.249651434097661	7.556304292156785	1.5450552253135577	3.677863070263518	4.891811254355347	1.147223723279259	3.949318790171843	5.149885596654676	0.9985288301111273	3.4532811641693115	8.165366172790527	2.6109485626220703	4.21140193939209	6.818999290466309	1.6577951908111572	4.1920037269592285	5.060429096221924	1.2629132270812988	5.259407043457031	5.106800556182861	1.5035377740859983
